,doch,jedoch,aber,andererseits,allerdings,hingegen
method,2.0,3.0,4.0,0.0,2.0,0.0
methodology,1.0,0.0,1.0,0.0,0.0,0.0
methods,2.0,1.0,2.0,2.0,1.0,0.0
metre,0.0,1.0,0.0,0.0,0.0,0.0
metres,1.0,0.0,2.0,0.0,0.0,1.0
metten,0.0,1.0,1.0,0.0,0.0,0.0
mexican,1.0,0.0,2.0,0.0,0.0,0.0
mexico,1.0,0.0,1.0,0.0,0.0,0.0
michel,1.0,0.0,0.0,0.0,0.0,0.0
micro-businesses,0.0,0.0,1.0,0.0,0.0,0.0
micro-credit,0.0,0.0,1.0,0.0,0.0,0.0
micro-management,0.0,0.0,1.0,0.0,0.0,0.0
microbes,0.0,0.0,1.0,0.0,0.0,0.0
microphone,1.0,0.0,1.0,0.0,0.0,0.0
mid-term,0.0,0.0,1.0,0.0,0.0,0.0
midday,0.0,0.0,1.0,0.0,0.0,0.0
middle,3.0,2.0,7.0,0.0,0.0,0.0
midnight,0.0,1.0,1.0,0.0,0.0,0.0
midst,0.0,0.0,3.0,1.0,0.0,0.0
miert,0.0,1.0,0.0,0.0,0.0,0.0
miet,0.0,0.0,1.0,0.0,0.0,0.0
might,12.0,16.0,15.0,1.0,6.0,0.0
migrants,1.0,1.0,3.0,0.0,0.0,0.0
migration,1.0,0.0,2.0,0.0,0.0,0.0
migrations,0.0,0.0,1.0,0.0,0.0,0.0
migratory,0.0,0.0,1.0,0.0,0.0,0.0
miguel's,0.0,0.0,1.0,0.0,0.0,0.0
miguélez,0.0,0.0,1.0,0.0,0.0,0.0
mild,0.0,0.0,2.0,0.0,0.0,0.0
mildly,1.0,0.0,0.0,0.0,0.0,0.0
milinkevich,0.0,0.0,1.0,0.0,0.0,0.0
militant,0.0,0.0,1.0,0.0,0.0,0.0
military,2.0,3.0,11.0,0.0,1.0,0.0
milk,1.0,0.0,2.0,0.0,0.0,0.0
millennium,1.0,0.0,1.0,1.0,0.0,0.0
million,7.0,4.0,8.0,0.0,1.0,1.0
million-dollar,0.0,0.0,1.0,0.0,0.0,0.0
millions,1.0,1.0,5.0,0.0,0.0,0.0
milosevic,0.0,0.0,3.0,0.0,0.0,0.0
milosovic's,1.0,0.0,0.0,0.0,0.0,0.0
mince,1.0,0.0,0.0,0.0,0.0,0.0
mind,6.0,12.0,13.0,1.0,8.0,0.0
minded,0.0,0.0,1.0,0.0,0.0,0.0
mindful,0.0,0.0,1.0,0.0,1.0,0.0
minds,2.0,0.0,3.0,1.0,0.0,0.0
mine,0.0,4.0,1.0,0.0,0.0,0.0
minerals,0.0,0.0,0.0,0.0,0.0,1.0
mines,0.0,1.0,0.0,0.0,0.0,0.0
minimal,1.0,0.0,0.0,0.0,0.0,0.0
minimis,0.0,0.0,1.0,0.0,0.0,0.0
minimise,0.0,1.0,0.0,0.0,0.0,0.0
minimised,1.0,0.0,0.0,0.0,0.0,0.0
minimising,0.0,0.0,1.0,0.0,0.0,0.0
minimum,3.0,4.0,8.0,2.0,0.0,0.0
mining,0.0,1.0,1.0,0.0,0.0,0.0
miniscule,0.0,0.0,1.0,0.0,0.0,0.0
miniskirt,0.0,1.0,0.0,0.0,0.0,0.0
minister,1.0,4.0,6.0,1.0,2.0,0.0
ministerial,0.0,0.0,1.0,0.0,0.0,0.0
ministers,5.0,3.0,11.0,1.0,0.0,0.0
ministries,0.0,1.0,0.0,0.0,0.0,0.0
ministry,0.0,0.0,1.0,0.0,0.0,0.0
minor,0.0,5.0,6.0,0.0,1.0,0.0
minorities,1.0,1.0,4.0,1.0,0.0,0.0
minority,3.0,2.0,4.0,0.0,1.0,0.0
minors,0.0,0.0,1.0,0.0,0.0,0.0
minsk,0.0,0.0,3.0,0.0,0.0,0.0
minute,2.0,0.0,6.0,0.0,0.0,0.0
minuted,0.0,1.0,0.0,0.0,0.0,0.0
minutes,4.0,3.0,7.0,0.0,0.0,0.0
miracle,0.0,1.0,0.0,0.0,0.0,0.0
miracles,1.0,0.0,1.0,0.0,0.0,0.0
mire,1.0,0.0,0.0,0.0,0.0,0.0
misappropriation,0.0,0.0,1.0,0.0,0.0,0.0
misbehaving,1.0,0.0,0.0,0.0,0.0,0.0
misguided,0.0,1.0,0.0,0.0,0.0,0.0
misinformed,0.0,0.0,1.0,0.0,0.0,0.0
misinterpreted,0.0,0.0,1.0,0.0,0.0,0.0
misleading,0.0,2.0,0.0,0.0,0.0,0.0
misleads,0.0,1.0,0.0,0.0,0.0,0.0
misled,0.0,0.0,1.0,0.0,0.0,0.0
mismanagement,0.0,0.0,1.0,0.0,0.0,0.0
misrepresented,0.0,1.0,0.0,0.0,0.0,0.0
miss,0.0,3.0,0.0,0.0,1.0,0.0
missed,2.0,0.0,0.0,0.0,0.0,0.0
misses,0.0,1.0,0.0,0.0,0.0,0.0
missing,2.0,8.0,4.0,0.0,3.0,0.0
mission,1.0,0.0,3.0,1.0,1.0,0.0
missionary,0.0,0.0,1.0,0.0,0.0,0.0
missions,1.0,0.0,0.0,0.0,0.0,0.0
misspent,0.0,0.0,1.0,0.0,0.0,0.0
mistake,1.0,5.0,3.0,0.0,0.0,0.0
mistaken,1.0,2.0,1.0,0.0,0.0,0.0
mistakes,2.0,1.0,5.0,1.0,0.0,0.0
mistrust,0.0,0.0,1.0,0.0,0.0,0.0
misunderstanding,0.0,0.0,1.0,0.0,0.0,0.0
misuse,0.0,0.0,1.0,0.0,0.0,0.0
misused,1.0,0.0,0.0,0.0,0.0,0.0
mitchell,0.0,0.0,1.0,0.0,0.0,0.0
mitigates,0.0,1.0,0.0,0.0,0.0,0.0
mix,0.0,1.0,1.0,0.0,0.0,0.0
mixed,0.0,0.0,1.0,0.0,1.0,1.0
mixing,1.0,0.0,0.0,1.0,0.0,0.0
mladic,1.0,0.0,0.0,0.0,0.0,0.0
mme,1.0,0.0,0.0,0.0,0.0,0.0
mobile,1.0,1.0,3.0,0.0,0.0,0.0
mobilised,0.0,0.0,1.0,0.0,0.0,0.0
mobility,0.0,1.0,2.0,1.0,0.0,0.0
mobutu,1.0,0.0,0.0,0.0,0.0,0.0
modalities,0.0,0.0,1.0,0.0,0.0,0.0
model,3.0,4.0,10.0,1.0,2.0,0.0
models,0.0,0.0,2.0,0.0,0.0,0.0
moderate,0.0,0.0,3.0,0.0,0.0,0.0
moderation,0.0,0.0,1.0,0.0,0.0,0.0
modern,1.0,2.0,2.0,0.0,0.0,0.0
modernisation,0.0,1.0,4.0,0.0,0.0,0.0
modernised,0.0,0.0,2.0,0.0,0.0,0.0
modernising,1.0,0.0,0.0,0.0,0.0,0.0
modernization,0.0,1.0,0.0,0.0,0.0,0.0
modernized,1.0,0.0,0.0,0.0,0.0,0.0
modernizing,0.0,0.0,1.0,0.0,0.0,0.0
modes,1.0,1.0,0.0,0.0,0.0,0.0
modest,0.0,3.0,4.0,0.0,1.0,0.0
modification,0.0,0.0,1.0,0.0,0.0,0.0
modifications,0.0,0.0,1.0,0.0,0.0,0.0
modified,1.0,0.0,3.0,0.0,1.0,0.0
modulated,0.0,1.0,1.0,0.0,0.0,0.0
mohamed,0.0,0.0,1.0,0.0,0.0,0.0
molar,1.0,0.0,0.0,0.0,0.0,0.0
molasses,0.0,0.0,1.0,0.0,0.0,0.0
molehill,0.0,0.0,2.0,0.0,0.0,0.0
molitor,0.0,1.0,0.0,0.0,0.0,0.0
moment,11.0,28.0,33.0,0.0,4.0,0.0
momentous,0.0,1.0,0.0,0.0,0.0,0.0
moments,0.0,0.0,1.0,0.0,0.0,0.0
momentum,0.0,0.0,3.0,1.0,0.0,0.0
monday,0.0,2.0,0.0,0.0,0.0,0.0
monetarist,1.0,0.0,0.0,0.0,0.0,0.0
monetary,6.0,1.0,11.0,0.0,0.0,0.0
money,15.0,5.0,26.0,0.0,3.0,0.0
monies,0.0,1.0,0.0,0.0,0.0,0.0
monitor,0.0,2.0,2.0,0.0,0.0,0.0
monitored,0.0,0.0,1.0,0.0,0.0,0.0
monitoring,1.0,4.0,7.0,0.0,2.0,0.0
monopolies,0.0,0.0,2.0,0.0,0.0,1.0
monopoly,0.0,0.0,3.0,0.0,0.0,1.0
monotonous,0.0,0.0,1.0,0.0,0.0,0.0
montego,1.0,0.0,0.0,0.0,0.0,0.0
monterrey,0.0,1.0,0.0,0.0,0.0,0.0
montesquieu,0.0,0.0,1.0,0.0,0.0,0.0
month,3.0,0.0,2.0,0.0,0.0,0.0
monthly,0.0,0.0,1.0,0.0,0.0,0.0
months,5.0,7.0,15.0,0.0,0.0,0.0
months',0.0,0.0,1.0,0.0,0.0,0.0
monti,0.0,1.0,2.0,0.0,0.0,0.0
mood,1.0,0.0,0.0,0.0,0.0,0.0
moon,1.0,0.0,0.0,0.0,0.0,0.0
moral,0.0,1.0,1.0,2.0,0.0,0.0
moralist,0.0,0.0,1.0,0.0,0.0,0.0
morally,0.0,0.0,1.0,0.0,0.0,0.0
morals,0.0,0.0,0.0,0.0,1.0,0.0
moratorium,1.0,1.0,1.0,1.0,1.0,0.0
more,81.0,94.0,242.0,12.0,26.0,1.0
moreover,6.0,3.0,14.0,58.0,10.0,0.0
morning,2.0,3.0,4.0,0.0,1.0,0.0
moroccan,0.0,1.0,1.0,0.0,0.0,0.0
morocco,1.0,1.0,0.0,0.0,0.0,0.0
mortal,0.0,1.0,0.0,0.0,0.0,0.0
mortality,0.0,0.0,1.0,0.0,0.0,0.0
moscovici,0.0,1.0,0.0,0.0,0.0,0.0
moscow,0.0,0.0,1.0,0.0,0.0,0.0
moselle,0.0,0.0,1.0,0.0,0.0,0.0
most,20.0,30.0,91.0,1.0,9.0,0.0
mostar,0.0,0.0,1.0,0.0,0.0,1.0
mostly,1.0,3.0,2.0,0.0,0.0,0.0
mote,0.0,0.0,1.0,0.0,0.0,0.0
motherhood,0.0,0.0,1.0,0.0,0.0,0.0
mothers,0.0,1.0,1.0,0.0,0.0,0.0
motion,0.0,6.0,5.0,0.0,3.0,0.0
motions,0.0,0.0,1.0,0.0,0.0,0.0
motivate,0.0,0.0,1.0,0.0,0.0,0.0
motivated,0.0,1.0,2.0,0.0,0.0,0.0
motivating,1.0,0.0,0.0,0.0,0.0,0.0
motivation,0.0,0.0,1.0,0.0,0.0,0.0
motives,0.0,0.0,0.0,0.0,1.0,0.0
motor,0.0,0.0,1.0,0.0,0.0,0.0
motorists,0.0,1.0,0.0,0.0,0.0,0.0
motorways,0.0,0.0,1.0,0.0,0.0,0.0
motto,0.0,0.0,1.0,0.0,0.0,0.0
mountainous,0.0,0.0,0.0,1.0,0.0,0.0
mountains,0.0,0.0,1.0,0.0,0.0,0.0
moura,0.0,1.0,0.0,0.0,0.0,0.0
mouth,1.0,0.0,0.0,0.0,0.0,0.0
move,4.0,8.0,13.0,1.0,1.0,0.0
moved,2.0,1.0,3.0,0.0,0.0,0.0
movement,3.0,6.0,11.0,1.0,1.0,0.0
movements,0.0,1.0,3.0,1.0,0.0,0.0
moves,2.0,0.0,3.0,0.0,0.0,0.0
moving,1.0,2.0,11.0,0.0,0.0,0.0
mozambique,0.0,1.0,0.0,0.0,0.0,0.0
mr,54.0,46.0,149.0,7.0,18.0,2.0
mrs,17.0,17.0,38.0,0.0,4.0,0.0
much,30.0,39.0,74.0,0.0,13.0,1.0
much-needed,0.0,1.0,0.0,0.0,0.0,0.0
muddled,0.0,1.0,0.0,0.0,0.0,0.0
mugabe,0.0,0.0,1.0,0.0,0.0,0.0
multi-annual,1.0,0.0,0.0,0.0,0.0,0.0
multi-ethnic,0.0,0.0,0.0,1.0,0.0,0.0
multi-faceted,0.0,1.0,0.0,0.0,0.0,0.0
multi-purpose,0.0,0.0,0.0,1.0,0.0,0.0
multi-speed,0.0,1.0,0.0,0.0,0.0,0.0
multiannual,0.0,1.0,0.0,0.0,0.0,0.0
multifunctional,0.0,0.0,0.0,1.0,0.0,0.0
multilateral,1.0,0.0,1.0,0.0,1.0,0.0
multilingual,1.0,0.0,0.0,0.0,0.0,0.0
multinational,2.0,0.0,0.0,0.0,0.0,0.0
multiple,0.0,1.0,0.0,0.0,0.0,0.0
municipal,1.0,0.0,1.0,0.0,0.0,0.0
munitions,0.0,1.0,0.0,0.0,0.0,0.0
muove,1.0,0.0,0.0,0.0,0.0,0.0
murder,1.0,0.0,1.0,0.0,0.0,0.0
murderers,0.0,0.0,1.0,0.0,0.0,0.0
muscardini,0.0,0.0,0.0,0.0,2.0,0.0
museum,0.0,1.0,2.0,0.0,0.0,0.0
musharraf,0.0,0.0,1.0,0.0,0.0,0.0
music,0.0,0.0,1.0,0.0,0.0,0.0
muslim,0.0,1.0,0.0,1.0,0.0,0.0
muslims,0.0,0.0,1.0,0.0,0.0,0.0
must,114.0,734.0,543.0,7.0,157.0,3.0
mute,0.0,0.0,1.0,0.0,0.0,0.0
muted,1.0,0.0,0.0,0.0,0.0,0.0
mutilation,0.0,0.0,2.0,0.0,0.0,0.0
mutual,1.0,4.0,2.0,0.0,0.0,0.0
mutually,1.0,0.0,1.0,0.0,0.0,0.0
my,42.0,57.0,138.0,2.0,24.0,5.0
myanmar,0.0,1.0,0.0,0.0,0.0,0.0
myller,1.0,0.0,0.0,0.0,0.0,0.0
myself,4.0,5.0,16.0,0.0,2.0,0.0
mysterious,0.0,0.0,1.0,0.0,0.0,0.0
mystifying,0.0,0.0,1.0,0.0,0.0,0.0
myth,1.0,0.0,0.0,0.0,0.0,0.0
n,0.0,0.0,1.0,0.0,0.0,0.0
nagging,0.0,1.0,0.0,0.0,0.0,0.0
nagorno-karabakh,0.0,0.0,1.0,0.0,0.0,0.0
nagoya,0.0,0.0,1.0,0.0,0.0,0.0
nail,0.0,0.0,1.0,0.0,0.0,0.0
naive,0.0,0.0,1.0,0.0,0.0,0.0
naivety,0.0,1.0,0.0,0.0,0.0,0.0
naked,0.0,1.0,0.0,0.0,0.0,0.0
name,6.0,1.0,5.0,1.0,0.0,0.0
named,0.0,0.0,1.0,0.0,0.0,0.0
namely,4.0,4.0,8.0,1.0,2.0,0.0
names,1.0,0.0,1.0,0.0,0.0,0.0
naming,1.0,0.0,0.0,0.0,0.0,0.0
nanny-state,1.0,0.0,0.0,0.0,0.0,0.0
nanotechnology,0.0,0.0,0.0,0.0,1.0,0.0
narratives,1.0,0.0,0.0,0.0,0.0,0.0
narrow,1.0,0.0,1.0,0.0,0.0,0.0
narrow-mindedness,0.0,0.0,1.0,0.0,0.0,0.0
narrowest,1.0,0.0,0.0,0.0,0.0,0.0
nassauer,1.0,0.0,0.0,0.0,0.0,0.0
nation,3.0,0.0,1.0,0.0,0.0,1.0
nation-state,1.0,0.0,0.0,0.0,0.0,0.0
national,22.0,19.0,45.0,3.0,2.0,0.0
nationalism,0.0,1.0,0.0,0.0,0.0,0.0
nationalist,1.0,0.0,0.0,0.0,0.0,0.0
nationally,0.0,0.0,0.0,1.0,0.0,0.0
nationals,0.0,0.0,1.0,0.0,0.0,0.0
nations,4.0,1.0,9.0,0.0,0.0,0.0
nato,2.0,0.0,8.0,0.0,0.0,0.0
nato',0.0,0.0,1.0,0.0,0.0,0.0
natura,2.0,1.0,1.0,0.0,0.0,0.0
natural,7.0,1.0,8.0,1.0,2.0,0.0
naturally,3.0,1.0,21.0,0.0,4.0,1.0
naturalness,0.0,0.0,0.0,1.0,0.0,0.0
nature,7.0,6.0,21.0,0.0,2.0,0.0
nature;,0.0,1.0,0.0,0.0,0.0,0.0
natures,0.0,0.0,1.0,0.0,0.0,0.0
navigation,0.0,0.0,1.0,0.0,0.0,0.0
navigational,0.0,0.0,1.0,0.0,0.0,0.0
nazi,0.0,0.0,1.0,0.0,0.0,0.0
nazism,0.0,1.0,0.0,0.0,0.0,0.0
naïve,1.0,0.0,1.0,0.0,0.0,0.0
near,2.0,2.0,2.0,0.0,0.0,0.0
nearly,0.0,0.0,3.0,0.0,0.0,0.0
neat,0.0,1.0,0.0,0.0,0.0,0.0
necessarily,2.0,5.0,8.0,0.0,0.0,0.0
necessary,8.0,29.0,64.0,2.0,6.0,0.0
necessary;,0.0,1.0,0.0,0.0,0.0,0.0
necessitate,1.0,0.0,0.0,0.0,0.0,0.0
necessitates,0.0,2.0,0.0,0.0,0.0,0.0
necessity,0.0,1.0,0.0,1.0,0.0,0.0
necks,0.0,0.0,1.0,0.0,0.0,0.0
nectar,0.0,0.0,1.0,0.0,0.0,0.0
need,52.0,163.0,190.0,6.0,32.0,3.0
needed,8.0,14.0,30.0,1.0,2.0,0.0
needless,0.0,0.0,0.0,0.0,1.0,0.0
needs,12.0,54.0,42.0,1.0,9.0,0.0
negated,0.0,1.0,0.0,0.0,0.0,0.0
negative,1.0,1.0,8.0,0.0,1.0,0.0
negatively,0.0,1.0,0.0,0.0,0.0,0.0
negatives,0.0,1.0,0.0,0.0,0.0,0.0
neglect,0.0,1.0,2.0,0.0,2.0,0.0
neglected,0.0,1.0,0.0,0.0,0.0,0.0
neglects,0.0,1.0,0.0,0.0,0.0,0.0
negligent,0.0,0.0,1.0,0.0,0.0,0.0
negotiate,1.0,3.0,2.0,0.0,0.0,0.0
negotiated,0.0,0.0,2.0,0.0,0.0,0.0
negotiating,0.0,1.0,6.0,0.0,0.0,0.0
negotiation,0.0,0.0,1.0,0.0,1.0,0.0
negotiations,7.0,9.0,37.0,2.0,0.0,0.0
negotiations’,0.0,1.0,0.0,0.0,0.0,0.0
negotiator,0.0,0.0,1.0,0.0,0.0,0.0
negotiators,0.0,1.0,0.0,0.0,0.0,0.0
neighbour,1.0,0.0,0.0,1.0,1.0,0.0
neighbourhood,0.0,1.0,4.0,0.0,1.0,0.0
neighbouring,0.0,1.0,2.0,0.0,0.0,0.0
neighbours,1.0,1.0,8.0,0.0,0.0,0.0
neither,6.0,10.0,16.0,1.0,2.0,0.0
neo-colonial,0.0,0.0,1.0,0.0,0.0,0.0
neo-liberal,1.0,0.0,0.0,0.0,0.0,0.0
neo-nazis,0.0,0.0,1.0,0.0,0.0,0.0
neo-protectionism,0.0,1.0,0.0,0.0,0.0,0.0
nepad,0.0,0.0,1.0,0.0,0.0,0.0
nepal,0.0,0.0,1.0,0.0,0.0,0.0
nepotism,0.0,0.0,1.0,0.0,0.0,0.0
nervousness,0.0,0.0,1.0,0.0,0.0,0.0
nest,0.0,0.0,1.0,0.0,0.0,0.0
net,1.0,1.0,3.0,0.0,1.0,0.0
netherlands,1.0,3.0,5.0,0.0,0.0,0.0
nets,1.0,1.0,0.0,0.0,0.0,0.0
network,0.0,0.0,2.0,0.0,0.0,1.0
networks,0.0,0.0,7.0,0.0,0.0,0.0
neutral,0.0,0.0,4.0,0.0,0.0,0.0
neutralising,1.0,0.0,0.0,0.0,0.0,0.0
neutrality,0.0,0.0,3.0,0.0,0.0,0.0
never,5.0,28.0,37.0,0.0,3.0,0.0
nevertheless,168.0,128.0,273.0,5.0,329.0,2.0
new,22.0,28.0,79.0,9.0,9.0,2.0
new-generation,1.0,0.0,0.0,0.0,0.0,0.0
newborn,0.0,0.0,1.0,0.0,0.0,0.0
newly,0.0,0.0,1.0,0.0,0.0,1.0
news,1.0,3.0,5.0,0.0,2.0,0.0
newspaper,0.0,0.0,1.0,0.0,0.0,0.0
newspapers,1.0,2.0,1.0,0.0,0.0,0.0
next,7.0,3.0,7.0,0.0,1.0,1.0
ngl,0.0,0.0,1.0,0.0,0.0,0.0
ngo,0.0,0.0,1.0,0.0,0.0,0.0
ngo's,0.0,0.0,1.0,0.0,0.0,0.0
ngos,2.0,1.0,2.0,0.0,1.0,0.0
nicaragua,0.0,0.0,1.0,0.0,1.0,0.0
nice,4.0,3.0,7.0,0.0,0.0,0.0
nickel,0.0,1.0,1.0,0.0,0.0,0.0
nicole,1.0,0.0,0.0,0.0,0.0,0.0
nicotine,0.0,0.0,1.0,0.0,0.0,0.0
nigeria,1.0,0.0,2.0,0.0,0.0,0.0
nigh,0.0,0.0,1.0,0.0,0.0,0.0
night,1.0,0.0,2.0,0.0,0.0,0.0
nightmare,0.0,0.0,1.0,0.0,0.0,0.0
nine,0.0,0.0,2.0,0.0,0.0,0.0
nisticò,0.0,0.0,0.0,0.0,0.0,1.0
nitrogen,0.0,1.0,0.0,0.0,0.0,0.0
nld,1.0,0.0,0.0,0.0,0.0,0.0
no,80.0,155.0,208.0,2.0,33.0,3.0
no-one,1.0,2.0,4.0,0.0,1.0,0.0
nobel,0.0,0.0,1.0,0.0,0.0,0.0
noble,0.0,1.0,2.0,0.0,0.0,0.0
nobody,6.0,2.0,8.0,0.0,2.0,0.0
nogueira,0.0,0.0,1.0,0.0,0.0,0.0
noise,1.0,1.0,5.0,0.0,1.0,0.0
nominal,0.0,0.0,1.0,0.0,1.0,0.0
nominating,0.0,1.0,0.0,0.0,0.0,0.0
nominations,0.0,0.0,1.0,0.0,0.0,0.0
non-acp,0.0,0.0,0.0,1.0,0.0,0.0
non-attached,0.0,1.0,1.0,0.0,0.0,0.0
non-attendance,0.0,0.0,1.0,0.0,0.0,0.0
non-binding,0.0,0.0,1.0,0.0,0.0,0.0
non-chinese,0.0,1.0,0.0,0.0,0.0,0.0
non-citizen,0.0,0.0,1.0,0.0,0.0,0.0
non-citizens,1.0,0.0,0.0,0.0,0.0,0.0
non-compliance,0.0,0.0,1.0,0.0,0.0,0.0
non-contentious,0.0,0.0,1.0,0.0,0.0,0.0
non-development,0.0,0.0,1.0,0.0,0.0,0.0
non-discrimination,0.0,0.0,0.0,0.0,1.0,0.0
non-european,0.0,1.0,0.0,0.0,0.0,0.0
non-expansive,0.0,0.0,1.0,0.0,0.0,0.0
non-governmental,0.0,1.0,0.0,0.0,0.0,0.0
non-judicial,0.0,0.0,1.0,0.0,0.0,0.0
non-member,0.0,1.0,0.0,0.0,0.0,0.0
non-muslim,0.0,0.0,1.0,0.0,0.0,0.0
non-oecd,0.0,1.0,0.0,0.0,0.0,0.0
non-reforestation,0.0,0.0,1.0,0.0,0.0,0.0
non-remuneration,0.0,1.0,0.0,0.0,0.0,0.0
non-sensical,0.0,0.0,1.0,0.0,0.0,0.0
non-swiss,0.0,0.0,1.0,0.0,0.0,0.0
none,8.0,6.0,18.0,0.0,1.0,0.0
nonetheless,75.0,61.0,102.0,2.0,70.0,2.0
nonsense,2.0,0.0,1.0,0.0,0.0,0.0
nonsensical,1.0,0.0,0.0,0.0,0.0,0.0
noordwijk,1.0,0.0,0.0,0.0,0.0,0.0
nor,6.0,3.0,23.0,7.0,3.0,0.0
nord,1.0,0.0,0.0,0.0,0.0,0.0
nordic,0.0,1.0,2.0,0.0,0.0,0.0
normal,3.0,1.0,7.0,0.0,1.0,0.0
normally,2.0,0.0,2.0,0.0,0.0,0.0
norms,0.0,0.0,2.0,0.0,0.0,0.0
north,0.0,4.0,8.0,0.0,0.0,0.0
northern,2.0,1.0,2.0,0.0,1.0,0.0
norway,0.0,0.0,0.0,1.0,0.0,1.0
nos,1.0,5.0,3.0,0.0,1.0,0.0
nostalgia,0.0,1.0,0.0,0.0,0.0,0.0
not,400.0,1444.0,1579.0,20.0,305.0,24.0
notable,0.0,1.0,0.0,0.0,0.0,0.0
notably,0.0,1.0,2.0,0.0,0.0,0.0
note,4.0,35.0,12.0,1.0,11.0,0.0
noted,3.0,4.0,7.0,0.0,1.0,0.0
notes,1.0,3.0,3.0,0.0,1.0,0.0
noteworthy,0.0,1.0,1.0,0.0,0.0,0.0
nothing,23.0,27.0,43.0,0.0,3.0,0.0
notice,3.0,5.0,1.0,0.0,0.0,0.0
noticed,0.0,2.0,0.0,0.0,0.0,0.0
notified,1.0,0.0,2.0,0.0,0.0,0.0
noting,1.0,1.0,0.0,0.0,0.0,0.0
notion,1.0,0.0,2.0,0.0,0.0,0.0
notionally,0.0,1.0,0.0,0.0,0.0,0.0
notorious,0.0,0.0,1.0,0.0,0.0,0.0
notoriously,0.0,1.0,0.0,0.0,0.0,0.0
notwithstanding,2.0,1.0,3.0,0.0,1.0,0.0
nourish,0.0,0.0,1.0,0.0,0.0,0.0
novel,1.0,1.0,0.0,0.0,0.0,0.0
november,1.0,3.0,4.0,0.0,0.0,0.0
now,88.0,88.0,220.0,3.0,35.0,2.0
now;,0.0,0.0,1.0,0.0,1.0,0.0
nowadays,2.0,0.0,0.0,0.0,0.0,0.0
nowhere,1.0,1.0,2.0,0.0,0.0,0.0
nsrac,1.0,0.0,0.0,0.0,0.0,0.0
nub,0.0,0.0,1.0,0.0,0.0,0.0
nuclear,11.0,1.0,19.0,1.0,0.0,1.0
nuisance,0.0,0.0,0.0,0.0,1.0,0.0
number,10.0,29.0,36.0,1.0,5.0,2.0
numbered,0.0,0.0,1.0,0.0,0.0,0.0
numbers,2.0,1.0,2.0,0.0,0.0,0.0
numerical,0.0,0.0,1.0,0.0,0.0,0.0
numerous,1.0,1.0,1.0,0.0,0.0,0.0
nutritional,0.0,0.0,2.0,0.0,0.0,0.0
nuts,0.0,1.0,0.0,0.0,0.0,0.0
o'clock,1.0,0.0,0.0,0.0,0.0,0.0
oau,0.0,0.0,1.0,0.0,0.0,0.0
obeyed,0.0,0.0,1.0,0.0,0.0,0.0
object,0.0,4.0,3.0,0.0,1.0,0.0
objected,0.0,1.0,0.0,0.0,0.0,0.0
objection,2.0,3.0,2.0,0.0,0.0,0.0
objectionable,0.0,0.0,1.0,0.0,0.0,0.0
objections,1.0,3.0,3.0,0.0,0.0,0.0
objective,9.0,9.0,22.0,1.0,3.0,0.0
objectively,0.0,0.0,1.0,0.0,0.0,0.0
objectives,5.0,6.0,13.0,0.0,2.0,0.0
objectives;,0.0,0.0,1.0,0.0,0.0,0.0
obligation,2.0,2.0,1.0,0.0,1.0,0.0
obligations,2.0,1.0,4.0,0.0,0.0,0.0
obligatory,0.0,0.0,1.0,0.0,0.0,0.0
oblige,0.0,1.0,0.0,0.0,0.0,0.0
oblige;,0.0,1.0,0.0,0.0,0.0,0.0
obliged,1.0,2.0,4.0,0.0,1.0,0.0
obliges,1.0,1.0,0.0,0.0,0.0,0.0
obliging,0.0,0.0,1.0,0.0,0.0,0.0
obliterating,1.0,0.0,0.0,0.0,0.0,0.0
obscure,0.0,0.0,1.0,0.0,0.0,0.0
observation,0.0,1.0,0.0,0.0,0.0,0.0
observations,1.0,3.0,2.0,0.0,0.0,0.0
observatory,0.0,0.0,1.0,0.0,0.0,0.0
observe,0.0,0.0,3.0,0.0,0.0,0.0
observed,0.0,1.0,1.0,0.0,0.0,0.0
observer,0.0,2.0,1.0,0.0,1.0,0.0
observers,1.0,1.0,0.0,0.0,0.0,0.0
observing,1.0,0.0,0.0,0.0,0.0,0.0
obsessed,0.0,1.0,0.0,0.0,0.0,0.0
obsession,1.0,0.0,0.0,0.0,0.0,0.0
obstacle,0.0,1.0,2.0,0.0,1.0,0.0
obstacles,2.0,3.0,2.0,0.0,0.0,0.0
obstruct,0.0,0.0,1.0,0.0,0.0,0.0
obstructionism;,0.0,0.0,1.0,0.0,0.0,0.0
obtain,2.0,2.0,2.0,0.0,0.0,0.0
obtained,0.0,2.0,4.0,0.0,1.0,0.0
obtaining,1.0,0.0,1.0,0.0,0.0,1.0
obvious,16.0,3.0,4.0,0.0,1.0,0.0
obvious;,1.0,0.0,0.0,0.0,0.0,0.0
obviously,9.0,6.0,25.0,1.0,1.0,0.0
occasion,2.0,1.0,6.0,0.0,0.0,0.0
occasionally,1.0,1.0,2.0,0.0,0.0,0.0
occasions,5.0,2.0,8.0,0.0,0.0,0.0
occupation,1.0,0.0,2.0,0.0,0.0,0.0
occupational,0.0,0.0,3.0,0.0,0.0,0.0
occupied,0.0,1.0,0.0,0.0,0.0,0.0
occupying,1.0,1.0,0.0,0.0,0.0,0.0
occur,2.0,2.0,1.0,1.0,0.0,0.0
occurred,2.0,3.0,1.0,0.0,1.0,0.0
occurrence,2.0,0.0,0.0,0.0,0.0,0.0
